#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
CCL25	CCL5	993131	981402	ENSP00000375086	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.461	0.942
ADRA2C	LTE4	994485	-100003909	ENSP00000386069	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
IAPP	TTR	977269	977130	ENSP00000240652	ENSP00000237014	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.429	0.939
EDNRB	guanosine diph.	986392	-100000730	ENSP00000335311	730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SST	LTE4	981058	-100003909	ENSP00000287641	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TGFBI	MFGE8	997875	979885	ENSP00000416330	ENSP00000268150	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.914
PIK3R1	selenomethioni.	980292	-100015103	ENSP00000274335	15103	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.900
NPY5R	fMLF	986803	-100004364	ENSP00000339377	4364	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GCG	valerate	994701	-100007991	ENSP00000387662	7991	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.075	0.904
CHRM2	ACHE	984541	982645	ENSP00000319984	ENSP00000303211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467
PLG	VEGFC	983339	980603	ENSP00000308938	ENSP00000280193	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.374	0.933
TACR2	AGTR1	990758	980234	ENSP00000362403	ENSP00000273430	0.000	0.000	0.000	0.742	0.000	0.000	0.900	0.113	0.901
propionate	uridine diphos.	-100001032	-100001158	1032	1158	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.059	0.903
ADCY2	LTD4	987305	-100003908	ENSP00000342952	3908	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DRD3	HTR1B	992768	990027	ENSP00000373169	ENSP00000358963	0.000	0.000	0.000	0.845	0.000	0.000	0.900	0.367	0.905
OXTR	formate	985030	-100000283	ENSP00000324270	283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.079	0.905
HCRTR1	CHRM3	990857	978125	ENSP00000362810	ENSP00000255380	0.000	0.000	0.000	0.631	0.000	0.000	0.900	0.000	0.899
PLCB4	LTC4	986219	-100003907	ENSP00000334105	3907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPYR1	guanosine trip.	990974	-100000762	ENSP00000363431	762	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	C18-PAF	991874	-100002501	ENSP00000367959	2501	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PLCB4	OXT	986219	976282	ENSP00000334105	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PLCB4	KNG1	986219	979518	ENSP00000334105	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.123	0.906
hydride	uridine tr.pha.	-100000783	-100001181	783	1181	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.027	0.900
RGS14	NPY	994545	977307	ENSP00000386229	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NPBWR2	epinephrine	989982	-100000838	ENSP00000358783	838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
APP	prostaglandin	980902	-100000160	ENSP00000284981	160	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.119	0.909
MLN	arginine	979706	-100000232	ENSP00000266003	232	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.117	0.909
TGFB2	VEGFC	989354	980603	ENSP00000355896	ENSP00000280193	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.220	0.916
HCRT	epinephrine	981412	-100000838	ENSP00000293330	838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.913
F2R	AGTR1	984689	980234	ENSP00000321326	ENSP00000273430	0.000	0.000	0.000	0.809	0.000	0.000	0.900	0.203	0.902
NMS	valerate	991482	-100007991	ENSP00000366061	7991	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RXFP4	CXCR5	989656	981334	ENSP00000357301	ENSP00000292174	0.000	0.000	0.000	0.777	0.000	0.000	0.900	0.000	0.899
GRK5	C15:0	993295	-100013849	ENSP00000376609	13849	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
propionate	LTC4	-100001032	-100003907	1032	3907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.169	0.914
NPBWR2	melatonin	989982	-100000896	ENSP00000358783	896	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GNA14	thromboxane A2	991438	-100000213	ENSP00000365807	213	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TBXA2R	NTSR1	991153	990157	ENSP00000364336	ENSP00000359532	0.000	0.000	0.000	0.594	0.000	0.000	0.900	0.000	0.899
CXCL1	NPY5R	993521	986803	ENSP00000379110	ENSP00000339377	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GAL	POMC	979643	979448	ENSP00000265643	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.660	0.963
CCL25	APP	993131	980902	ENSP00000375086	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PGE2	guanosine diph.	-100000158	-100000730	158	730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.058	0.903
MAPK3	calcium	979087	-100000271	ENSP00000263025	271	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.491	0.842
butyrate	propionate	-100000264	-100001032	264	1032	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.875	0.987
LTE4	NAGly	-100003909	-100004345	3909	4345	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
glycerol	norepinephrine	-100000753	-100000951	753	951	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.604	0.959
GPR109A	C3	993123	977490	ENSP00000375066	ENSP00000245907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
adenosine diph.	rosiglitazone	-100000197	-100077998	197	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.067	0.904
arginine	norepinephrine	-100000232	-100000951	232	951	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.775	0.976
LPAR3	RXFP4	990186	989656	ENSP00000359643	ENSP00000357301	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CCK	norepinephrine	986451	-100000951	ENSP00000335657	951	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.370	0.935
GAS6	PLG	985907	983339	ENSP00000331831	ENSP00000308938	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.148	0.909
C3	LTF	977490	976972	ENSP00000245907	ENSP00000231751	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.428	0.434
arginine	sulfate	-100000232	-100001117	232	1117	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.739	0.973
CXCL9	LTE4	989124	-100003909	ENSP00000354901	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
P2RX7	epinephrine	978810	-100000838	ENSP00000261826	838	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
P2RY2	TACR1	983505	982687	ENSP00000310305	ENSP00000303522	0.000	0.000	0.000	0.711	0.000	0.000	0.900	0.230	0.905
SSTR2	APP	988341	980902	ENSP00000350198	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NPY1R	lysophosphatid.	989048	-100003987	ENSP00000354652	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CHRM3	valerate	978125	-100007991	ENSP00000255380	7991	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MAPK3	fMLF	979087	-100004364	ENSP00000263025	4364	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
EDN2	calcium	990593	-100000271	ENSP00000361668	271	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.116	0.908
selenomethioni.	zinc	-100015103	-100023994	15103	23994	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.630	0.962
ANXA1	formate	978277	-100000283	ENSP00000257497	283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.112	0.908
TAC1	acetylcholine	984669	-100000187	ENSP00000321106	187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.549	0.953
PTGFR	NTSR1	990224	990157	ENSP00000359793	ENSP00000359532	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FPR2	LTE4	986905	-100003909	ENSP00000340191	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NMS	UDP-glucose	991482	-100001166	ENSP00000366061	1166	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SSTR2	NPY	988341	977307	ENSP00000350198	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.261	0.921
adenosine	calcium	-100000191	-100000271	191	271	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.916	0.999
RGS14	gamma-amin.yri.	994545	-100000119	ENSP00000386229	119	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.119	0.909
GCG	RGS2	994701	977101	ENSP00000387662	ENSP00000235382	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.092	0.903
niacin	5-oxo-ETE	-100000937	-100001831	937	1831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.040	0.901
LPAR1	KNG1	988586	979518	ENSP00000351755	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FPR1	prostaglandin .	982573	-100004956	ENSP00000302707	4956	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TACR2	guanosine diph.	990758	-100000730	ENSP00000362403	730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TACR2	RGS2	990758	977101	ENSP00000362403	ENSP00000235382	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADCY2	EGF	987305	979559	ENSP00000342952	ENSP00000265171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.461
UBC	SNCA	987558	986681	ENSP00000344818	ENSP00000338345	0.000	0.000	0.000	0.000	0.000	0.999	0.000	0.157	0.999
OPRL1	5-oxo-ETE	986491	-100001831	ENSP00000336764	1831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR3	AGTR1	990186	980234	ENSP00000359643	ENSP00000273430	0.000	0.000	0.000	0.574	0.000	0.000	0.900	0.000	0.899
KISS1	LXA4	989420	-100003934	ENSP00000356162	3934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS6	2-AG	994269	-100001541	ENSP00000383953	1541	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
BACE1	APBB1	984380	982149	ENSP00000318585	ENSP00000299402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
NPBWR2	calcium	989982	-100000271	ENSP00000358783	271	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADORA3	RXFP4	989971	989656	ENSP00000358730	ENSP00000357301	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
SSTR2	RGS20	988341	981903	ENSP00000350198	ENSP00000297313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
EDN3	LTE4	986538	-100003909	ENSP00000337128	3909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EDN3	CCKBR	986538	986425	ENSP00000337128	ENSP00000335544	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RGS1	HEBP1	989472	975753	ENSP00000356429	ENSP00000014930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GRPR	acetylcholine	992189	-100000187	ENSP00000369643	187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
UBC	ALDOA	987558	986512	ENSP00000344818	ENSP00000336927	0.000	0.000	0.000	0.000	0.000	0.977	0.000	0.000	0.977
ADCY1	IAPP	981905	977269	ENSP00000297323	ENSP00000240652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
EDNRB	CHRM1	986392	983022	ENSP00000335311	ENSP00000306490	0.000	0.000	0.000	0.557	0.000	0.000	0.900	0.000	0.899
OPN4	LPAR3	990489	990186	ENSP00000361141	ENSP00000359643	0.000	0.000	0.000	0.641	0.000	0.000	0.900	0.000	0.899
NAE1	APP	981251	980902	ENSP00000290810	ENSP00000284981	0.000	0.000	0.000	0.000	0.082	0.619	0.800	0.847	0.987
CXCR5	guanosine diph.	981334	-100000730	ENSP00000292174	730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
butyrate	LTC4	-100000264	-100003907	264	3907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.088	0.906
KISS1	AVPR1B	989420	989401	ENSP00000356162	ENSP00000356094	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADCY8	NAGly	980980	-100004345	ENSP00000286355	4345	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
IKBKG	NFKB2	989953	975943	ENSP00000358622	ENSP00000189444	0.000	0.000	0.000	0.000	0.000	0.648	0.900	0.365	0.974
AGTR2	niacin	990450	-100000937	ENSP00000360973	937	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ATP6V0A4	adenosine trip.	978005	-100000238	ENSP00000253856	238	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.115	0.908
CCK	serotonin	986451	-100005202	ENSP00000335657	5202	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.522	0.950
SERPINA1	PPBP	988002	981698	ENSP00000348068	ENSP00000296028	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ADRBK1	AGTR1	983757	980234	ENSP00000312262	ENSP00000273430	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.467	0.990
KNG1	SERPINE1	979518	976602	ENSP00000265023	ENSP00000223095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.899	0.989
OXTR	ornithine	985030	-100000389	ENSP00000324270	389	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.128	0.910
SERPINE1	TGFB1	976602	976503	ENSP00000223095	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.929	0.992
OXTR	oleic acid	985030	-100000965	ENSP00000324270	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KISS1	LPAR6	989420	987495	ENSP00000356162	ENSP00000344353	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PLCB3	GRP	980565	978236	ENSP00000279230	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.144	0.908
RXFP4	gamma-amin.yri.	989656	-100000119	ENSP00000357301	119	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
AVPR1B	HCRT	989401	981412	ENSP00000356094	ENSP00000293330	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.904
APP	adenosine diph.	980902	-100000197	ENSP00000284981	197	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRBK1	LTD4	983757	-100003908	ENSP00000312262	3908	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NMS	CXCR5	991482	981334	ENSP00000366061	ENSP00000292174	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
valerate	hexanoic acid	-100007991	-100008892	7991	8892	0.000	0.000	0.000	0.850	0.000	0.000	0.900	0.710	0.970
PSEN1	ATP6V0A4	985250	978005	ENSP00000326366	ENSP00000253856	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
ADCY5	ANXA1	998092	978277	ENSP00000419361	ENSP00000257497	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
gamma-amin.yri.	adenosine diph.	-100000119	-100000197	119	197	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.098	0.907
GAS6	APP	985907	980902	ENSP00000331831	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.077	0.901
LTE4	sphingosine-1-.	-100003909	-100005262	3909	5262	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
lauric acid	rosiglitazone	-100003893	-100077998	3893	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.146	0.912
butyrate	hexanoic acid	-100000264	-100008892	264	8892	0.000	0.000	0.000	0.700	0.000	0.000	0.900	0.710	0.970
ADRA1D	CHRM1	992013	983022	ENSP00000368766	ENSP00000306490	0.000	0.000	0.000	0.738	0.000	0.000	0.900	0.000	0.899
acetate	arginine	-100000175	-100000232	175	232	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.846	0.998
GRP	PDYN	978236	976278	ENSP00000256857	ENSP00000217305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
GRK5	rosiglitazone	993295	-100077998	ENSP00000376609	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FN1	VEGFC	987830	980603	ENSP00000346839	ENSP00000280193	0.000	0.000	0.000	0.000	0.118	0.000	0.900	0.867	0.986
NMS	PPBP	991482	981698	ENSP00000366061	ENSP00000296028	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GNRH1	hydride	980414	-100000783	ENSP00000276414	783	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HCRT	AGTR1	981412	980234	ENSP00000293330	ENSP00000273430	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.086	0.902
GNRHR2	arginine	989022	-100000232	ENSP00000354569	232	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
acetylcholine	oleic acid	-100000187	-100000965	187	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.228	0.920
NPS	ARHGEF25	993778	986427	ENSP00000381105	ENSP00000335560	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CST3	NPPA	991494	991412	ENSP00000366124	ENSP00000365663	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.283	0.923
lysine	rosiglitazone	-100000866	-100077998	866	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.246	0.922
ACTN2	ALDOA	989283	986512	ENSP00000355537	ENSP00000336927	0.000	0.000	0.000	0.000	0.121	0.080	0.900	0.000	0.907
acetylcholine	prostaglandin .	-100000187	-100004956	187	4956	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.250	0.922
APH1A	PSEN2	989829	989326	ENSP00000358105	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.845	0.800	0.803	0.993
lysine	zinc	-100000866	-100023994	866	23994	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.914	0.999
PPY	epinephrine	976719	-100000838	ENSP00000225992	838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.383	0.936
RGS2	magnesium	977101	-100000888	ENSP00000235382	888	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.900
LPAR3	GAST	990186	985835	ENSP00000359643	ENSP00000331358	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
SST	PDYN	981058	976278	ENSP00000287641	ENSP00000217305	0.000	0.000	0.000	0.000	0.077	0.000	0.900	0.752	0.973
RGS1	guanosine diph.	989472	-100000730	ENSP00000356429	730	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.000	0.989
MAPK1	fMLF	976120	-100004364	ENSP00000215832	4364	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
KISS1	LTB4	989420	-100000169	ENSP00000356162	169	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PSEN1	NGFR	985250	975903	ENSP00000326366	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.291	0.000	0.306	0.475
HTR1B	acetylcholine	990027	-100000187	ENSP00000358963	187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PYY	CCR7	988810	977544	ENSP00000353198	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NAE1	adenosine trip.	981251	-100000238	ENSP00000290810	238	0.000	0.000	0.000	0.000	0.000	0.900	0.800	0.161	0.982
EDN3	KNG1	986538	979518	ENSP00000337128	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.429	0.939
OXER1	lysophosphatid.	991871	-100003987	ENSP00000367930	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTSR1	uridine diphos.	990157	-100001158	ENSP00000359532	1158	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
IDE	TGFB1	979701	976503	ENSP00000265986	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.503	0.502
PTGER3	epinephrine	988148	-100000838	ENSP00000349003	838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRK5	HTR2A	993295	991874	ENSP00000376609	ENSP00000367959	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.141	0.908
CHRM2	POMC	984541	979448	ENSP00000319984	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.157	0.910
TGFB1	indomethacin	976503	-100003715	ENSP00000221930	3715	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.863	0.863
APCS	APOE	978103	977866	ENSP00000255040	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
APH1A	APP	989829	980902	ENSP00000358105	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.916	0.916
EDN1	propionate	991991	-100001032	ENSP00000368683	1032	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS18	norepinephrine	989473	-100000951	ENSP00000356430	951	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRA1D	hydride	992013	-100000783	ENSP00000368766	783	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HCRTR1	NTSR1	990857	990157	ENSP00000362810	ENSP00000359532	0.000	0.000	0.000	0.723	0.000	0.000	0.900	0.074	0.900
NPS	NMS	993778	991482	ENSP00000381105	ENSP00000366061	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.082	0.902
CLU	ALB	984035	981665	ENSP00000315130	ENSP00000295897	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.374	0.933
DRD3	ANXA1	992768	978277	ENSP00000373169	ENSP00000257497	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
arginine	lysophosphatid.	-100000232	-100003987	232	3987	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.282	0.926
adenosine	histamine	-100000191	-100000774	191	774	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.726	0.971
EDN1	PTGFR	991991	990224	ENSP00000368683	ENSP00000359793	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.180	0.912
ACTN2	SERPINA1	989283	988002	ENSP00000355537	ENSP00000348068	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
GCG	calcium	994701	-100000271	ENSP00000387662	271	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.892	0.988
TACR2	PLCB2	990758	978576	ENSP00000362403	ENSP00000260402	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
LTC4	serotonin	-100003907	-100005202	3907	5202	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.331	0.931
PPYR1	OPRK1	990974	979632	ENSP00000363431	ENSP00000265572	0.000	0.000	0.000	0.743	0.000	0.000	0.900	0.000	0.899
OPRM1	CCR7	995457	977544	ENSP00000394624	ENSP00000246657	0.000	0.000	0.000	0.799	0.000	0.000	0.900	0.000	0.899
LXA4	hexanoic acid	-100003934	-100008892	3934	8892	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PLCB1	PLCB3	986662	980565	ENSP00000338185	ENSP00000279230	0.000	0.000	0.000	0.945	0.000	0.000	0.900	0.429	0.902
RGS4	5-oxo-ETE	995741	-100001831	ENSP00000397181	1831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PGE2	glycerol	-100000158	-100000753	158	753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
CXCR5	ANXA1	981334	978277	ENSP00000292174	ENSP00000257497	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
S1PR3	CXCL16	988448	981448	ENSP00000350878	ENSP00000293778	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
uridine tr.pha.	sphingosine-1-.	-100001181	-100005262	1181	5262	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRA1D	HCRTR1	992013	990857	ENSP00000368766	ENSP00000362810	0.000	0.000	0.000	0.745	0.000	0.000	0.900	0.000	0.899
APP	acetylcholine	980902	-100000187	ENSP00000284981	187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.224	0.920
RGS6	ANXA1	994269	978277	ENSP00000383953	ENSP00000257497	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
KNG1	ornithine	979518	-100000389	ENSP00000265023	389	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.109	0.908
DRD2	LXA4	989111	-100003934	ENSP00000354859	3934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DRD2	acetylcholine	989111	-100000187	ENSP00000354859	187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.285	0.926
LPAR4	oleic acid	990755	-100000965	ENSP00000362398	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CXCL9	uridine tr.pha.	989124	-100001181	ENSP00000354901	1181	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SEMG1	UBC	990636	987558	ENSP00000361867	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.517	0.000	0.000	0.517
OXT	guanosine trip.	976282	-100000762	ENSP00000217386	762	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.110	0.908
APP	gamma-amin.yri.	980902	-100000119	ENSP00000284981	119	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.083	0.905
acetylcholine	thromboxane A2	-100000187	-100000213	187	213	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.655	0.964
HTR2A	OXT	991874	976282	ENSP00000367959	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.078	0.901
APP	OXT	980902	976282	ENSP00000284981	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.161	0.910
prostaglandin	melatonin	-100000160	-100000896	160	896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.486	0.486
OPRM1	PPBP	995457	981698	ENSP00000394624	ENSP00000296028	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
QRFP	GAST	987654	985835	ENSP00000345487	ENSP00000331358	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CCKBR	oleic acid	986425	-100000965	ENSP00000335544	965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CXCR5	PGE2	981334	-100000158	ENSP00000292174	158	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.085	0.905
